time,open,high,volume,low,close
2018-04-18 14:44:11,14.850000381469727,14.880000114440918,7224019,14.539999961853027,14.640000343322754
2018-04-17 09:30:00,14.630000114440918,14.979999542236328,13480600,14.569999694824219,14.880000114440918
2018-04-16 09:30:00,14.859999656677246,14.890000343322754,11767600,14.460000038146973,14.579999923706055
2018-04-13 09:30:00,14.949999809265137,15.119999885559082,18063600,14.359999656677246,14.880000114440918
2018-04-12 09:30:00,15.239999771118164,15.5,21276200,14.770000457763672,14.920000076293945
2018-04-11 09:30:00,14.4399995803833,14.979999542236328,17711200,14.420000076293945,14.800000190734863
2018-04-10 09:30:00,14.289999961853027,14.579999923706055,16189200,14.180000305175781,14.479999542236328
2018-04-09 09:30:00,14.279999732971191,14.470000267028809,12383900,14.039999961853027,14.149999618530273
2018-04-06 09:30:00,14.350000381469727,14.569999694824219,13533900,13.979999542236328,14.25
2018-04-05 09:30:00,14.699999809265137,14.960000038146973,17015400,14.194999694824219,14.390000343322754
2018-04-04 09:30:00,13.6899995803833,14.779999732971191,20131800,13.619999885559082,14.59000015258789
2018-04-03 09:30:00,15.670000076293945,15.670000076293945,33231800,13.800000190734863,14.079999923706055
2018-04-02 09:30:00,15.670000076293945,15.729999542236328,30892600,14.449999809265137,14.460000038146973
2018-03-29 09:30:00,15.9399995803833,16.1200008392334,15434500,15.649999618530273,15.869999885559082
2018-03-28 09:30:00,16.030000686645508,16.079999923706055,20652700,15.550000190734863,15.949999809265137
2018-03-27 09:30:00,16.260000228881836,16.75,24737600,16.059999465942383,16.200000762939453
2018-03-26 09:30:00,16.450000762939453,16.549999237060547,13650300,15.899999618530273,16.25
2018-03-23 09:30:00,16.670000076293945,16.719999313354492,16428000,16.1299991607666,16.360000610351562
2018-03-22 09:30:00,16.31999969482422,16.850000381469727,20098600,16.139999389648438,16.56999969482422
2018-03-21 09:30:00,16.170000076293945,16.864999771118164,22924100,16.1200008392334,16.56999969482422
2018-03-20 09:30:00,16.399999618530273,16.479999542236328,27101500,15.619999885559082,16.0
2018-03-19 09:30:00,17.010000228881836,17.100000381469727,24708700,16.110000610351562,16.420000076293945
2018-03-16 09:30:00,17.200000762939453,17.238000869750977,22292200,16.790000915527344,17.010000228881836
2018-03-15 09:30:00,17.860000610351562,17.8799991607666,21688200,16.90999984741211,17.200000762939453
2018-03-14 09:30:00,17.520000457763672,17.969999313354492,14665400,17.489999771118164,17.850000381469727
2018-03-13 09:30:00,18.100000381469727,18.229999542236328,17667500,17.219999313354492,17.510000228881836
2018-03-12 09:30:00,17.829999923706055,18.350000381469727,17055800,17.780000686645508,18.110000610351562
2018-03-09 09:30:00,17.979999542236328,18.1200008392334,18176000,17.559999465942383,17.8799991607666
2018-03-08 09:30:00,18.079999923706055,18.260000228881836,19249500,17.530000686645508,17.649999618530273
2018-03-07 09:30:00,17.850000381469727,18.510000228881836,27119100,17.809999465942383,18.020000457763672
2018-03-06 09:30:00,18.290000915527344,18.399999618530273,18427300,17.940000534057617,18.010000228881836
2018-03-05 09:30:00,17.81999969482422,18.420000076293945,22898500,17.579999923706055,18.25
2018-03-02 09:30:00,16.829999923706055,18.079999923706055,31631400,16.729999542236328,18.010000228881836
2018-03-01 09:30:00,17.5,17.6299991607666,25979100,16.655000686645508,17.209999084472656
2018-02-28 09:30:00,16.770000457763672,17.649999618530273,34520700,16.700000762939453,17.31999969482422
2018-02-27 09:30:00,17.059999465942383,17.450000762939453,30022400,16.309999465942383,16.31999969482422
2018-02-26 09:30:00,17.450000762939453,17.59000015258789,26423200,17.0,17.09000015258789
2018-02-23 09:30:00,17.600000381469727,17.940000534057617,24231400,17.329999923706055,17.450000762939453
2018-02-22 09:30:00,18.479999542236328,18.530000686645508,51776400,17.049999237060547,17.510000228881836
2018-02-21 09:30:00,18.899999618530273,19.190000534057617,31691300,18.3799991607666,18.639999389648438
2018-02-20 09:30:00,19.309999465942383,19.799999237060547,42723100,18.56999969482422,18.93000030517578
2018-02-16 09:30:00,19.84000015258789,20.75,33917700,19.75,20.420000076293945
2018-02-15 09:30:00,19.65999984741211,20.56999969482422,40746100,19.579999923706055,19.75
2018-02-14 09:30:00,18.350000381469727,19.850000381469727,38743300,18.209999084472656,19.559999465942383
2018-02-13 09:30:00,18.389999389648438,19.110000610351562,28873300,18.325000762939453,18.579999923706055
2018-02-12 09:30:00,18.84000015258789,19.3799991607666,30537300,18.520000457763672,18.6299991607666
2018-02-09 09:30:00,19.06999969482422,19.648000717163086,50072800,18.1200008392334,18.799999237060547
2018-02-08 09:30:00,20.739999771118164,20.899999618530273,119751700,18.690000534057617,19.389999389648438
2018-02-07 09:30:00,17.149999618530273,21.219999313354492,232325100,16.959999084472656,20.75
2018-02-06 09:30:00,13.5,14.199999809265137,45110200,13.470000267028809,14.0600004196167
2018-02-05 09:30:00,13.350000381469727,14.029999732971191,20637700,13.319999694824219,13.850000381469727
2018-02-02 09:30:00,13.59000015258789,13.890000343322754,18123300,13.510000228881836,13.710000038146973
2018-02-01 09:30:00,13.430000305175781,14.0,13306000,13.399999618530273,13.920000076293945
2018-01-31 09:30:00,13.3100004196167,13.619999885559082,13587000,13.260000228881836,13.520000457763672
2018-01-30 09:30:00,13.300000190734863,13.399999618530273,12413600,13.149999618530273,13.260000228881836
2018-01-29 09:30:00,13.539999961853027,13.670000076293945,13584200,13.371000289916992,13.470000267028809
2018-01-26 09:30:00,13.75,13.789999961853027,17366200,13.430000305175781,13.5600004196167
2018-01-25 09:30:00,14.279999732971191,14.300000190734863,23551600,13.699999809265137,13.710000038146973
